date,sp500,dividends,earnings,cape
2015-11-01,2080.62,43.096666666666664,87.90666666666667,26.22585189097194
2015-12-01,2054.08,43.39,86.53,25.965424037124176
2016-01-01,1918.6,43.553333333333335,86.5,24.206167203878483
2016-02-01,1904.42,43.71666666666667,86.47,24.002606777289767
2016-03-01,2021.95,43.88,86.44,25.37229862018792
2016-04-01,2075.54,44.07333333333334,86.6,25.92233754367388
2016-05-01,2065.55,44.266666666666666,86.75999999999999,25.694709923449977
2016-06-01,2083.89,44.46,86.92,25.84037292767052
2016-07-01,2148.9,44.65,87.64333333333333,26.694003256096305
2016-08-01,2170.95,44.84,88.36666666666667,26.948872433723867
2016-09-01,2157.69,45.03,89.09,26.72787334647854
2016-10-01,2143.02,45.25333333333333,90.91,26.5251430850706
2016-11-01,2164.99,45.47666666666667,92.73,26.85095353105627
2016-12-01,2246.63,45.7,94.55,27.865098223923532
2017-01-01,2275.12,45.92666666666667,96.46333333333334,28.06357374212446
2017-02-01,2329.91,46.153333333333336,98.37666666666667,28.65510652518414
2017-03-01,2366.82,46.38,100.29,29.086921742464646
2017-04-01,2359.31,46.660000000000004,101.53333333333333,28.904245956275158
2017-05-01,2395.35,46.94,102.77666666666667,29.31334498027143
2017-06-01,2433.99,47.22,104.02,29.748503240632758
2017-07-01,2454.1,47.53666666666667,105.03999999999999,30.00222074401858
2017-08-01,2456.22,47.85333333333334,106.06,29.9149593974975
2017-09-01,2492.84,48.17,107.08,30.168114410678914
2017-10-01,2557.0,48.42333333333333,108.01333333333334,30.92039329033384
2017-11-01,2593.61,48.67666666666666,108.94666666666666,31.298913333880275
2017-12-01,2664.34,48.93,109.88,32.086132007706006
2018-01-01,2789.8,49.28666666666666,111.73333333333332,33.307343828030675
2018-02-01,2705.16,49.64333333333333,113.58666666666666,32.0353823392503
2018-03-01,2702.77,50.0,115.44,31.80840905764312
2018-04-01,2653.63,50.33,117.78666666666666,30.970179293325224
2018-05-01,2701.49,50.66,120.13333333333333,31.243615074864604
2018-06-01,2754.35,50.99,122.48,31.6305564964546
2018-07-01,2793.64,51.44,125.11666666666667,31.886366962158988
2018-08-01,2857.82,51.89,127.75333333333333,32.39027688030113
2018-09-01,2901.5,52.34,130.39,32.6228911205002
2018-10-01,2785.46,52.81,131.05666666666667,31.037961078006514
2018-11-01,2723.23,53.28,131.72333333333333,30.19558340670525
2018-12-01,2567.31,53.75,132.39,28.291857012072885
2019-01-01,2607.39,54.14666666666667,133.05666666666664,28.38016446354759
2019-02-01,2754.86,54.54333333333334,133.7233333333333,29.541548965131224
2019-03-01,2803.98,54.94,134.39,29.576196014784834
2019-04-01,2903.8,55.319091580592705,134.68333333333334,30.13351717138752
2019-05-01,2854.71,55.69818316118541,134.97666666666666,29.242030936939862
2019-06-01,2890.17,56.07727474177812,135.27,29.283796275306273
2019-07-01,2996.1136363636365,56.45818316118542,134.48000000000002,29.986685335042534
2019-08-01,2897.498181818182,56.83909158059271,133.69,28.70539737183308
2019-09-01,2982.156,57.22,132.9,29.229520233035284
2019-10-01,2977.68,57.56,135.09,28.841122881953414
2019-11-01,3104.9044999999996,57.900000000000006,137.28,29.836867659083445
2019-12-01,3176.7495238095235,58.24,139.47,30.331822322243305
2020-01-01,3278.2028571428577,58.686867862126704,131.75666666666666,30.985220300230704
2020-02-01,3277.3142105263164,59.13373572425341,124.04333333333332,30.72968926473576
2020-03-01,2652.3936363636367,59.58060358638012,116.33,24.817168629099427
2020-04-01,2761.975238095238,59.61373572425342,110.63,25.927358825280173
2020-05-01,2919.615,59.64686786212671,104.93,27.328480997698467
2020-06-01,3104.6609090909087,59.68,99.23,28.83831595512285
2020-07-01,3207.6190909090906,59.403333333333336,98.89333333333335,29.599194927667014
2020-08-01,3391.71,59.126666666666665,98.55666666666667,31.15820896535523
2020-09-01,3365.5166666666664,58.85,98.22,30.83942604381126
2020-10-01,3418.701363636364,58.659615378670054,96.85666666666667,31.283694032592862
2020-11-01,3548.992500000001,58.469230757340114,95.49333333333334,32.47320409661258
2020-12-01,3695.3099999999995,58.27884613601017,94.13,33.76559141811711
2021-01-01,3793.748421052632,58.06369311230766,105.48666666666665,34.51243229410691
2021-02-01,3883.4321052631576,57.84854008860516,116.84333333333332,35.10390717196983
2021-03-01,3910.5082608695648,57.63338706490265,128.2,35.042545112192094
2021-04-01,4141.176190476191,57.71060542140715,138.38666666666666,36.71981410913301
2021-05-01,4167.849500000001,57.787823777911655,148.57333333333332,36.552133989799074
2021-06-01,4238.489545454546,57.86504213441615,158.76,36.696258013088375
2021-07-01,4363.7128571428575,58.32818900579217,164.31666666666666,37.44338318461541
2021-08-01,4454.206363636363,58.79133587716819,169.87333333333333,37.973500614070495
2021-09-01,4445.543333333333,59.254482748544206,175.43,37.620346686651196
2021-10-01,4460.707142857143,59.63536092649366,182.91,37.253025000325316
2021-11-01,4667.386666666667,60.01623910444312,190.39,38.58262749771923
2021-12-01,4674.772727272726,60.397117282392585,197.87,38.304849873467454
2022-01-01,4573.8155,60.921402962953294,197.88333333333333,36.936758070297465
2022-02-01,4435.980526315789,61.44568864351402,197.89666666666665,35.287149225694876
2022-03-01,4391.265217391306,61.969974324074734,197.91,34.27079869329174
2022-04-01,4391.295999999999,62.65331621604982,196.02666666666664,33.88916475591385
2022-05-01,4040.3599999999997,63.336658108024906,194.14333333333332,30.673155079545143
2022-06-01,3898.9466666666676,64.02,192.26,29.04772139510385
2022-07-01,3911.729499999999,64.4527684478357,190.58333333333331,29.00461831720894
2022-08-01,4158.5630434782615,64.8855368956714,188.90666666666664,30.698763365175296
2022-09-01,3850.520476190475,65.31830534350709,187.23,28.22988465582197
2022-10-01,3726.050952380952,65.85220356233806,182.40333333333334,27.0807669254007
2022-11-01,3917.488571428571,66.38610178116903,177.57666666666665,28.378949016273328
2022-12-01,3912.380952380953,66.92,172.75,28.316901284527294
2023-01-01,3960.6565,67.35,173.55666666666667,28.334813423755698
2023-02-01,4079.684736842105,67.78,174.36333333333332,28.919762943866637
2023-03-01,3968.5591304347827,68.21,175.17,27.938131253997895
2023-04-01,4121.467368421053,68.37666666666667,177.11666666666665,28.764841267615378
2023-05-01,4146.1731818181825,68.54333333333332,179.06333333333333,28.762051343131237
2023-06-01,4345.372857142857,68.71,181.01,29.940031645987496
2023-07-01,4508.075500000001,68.91104536354072,182.09,30.891659813659935
2023-08-01,4457.358695652174,69.11209072708144,183.17,30.304748245365214
2023-09-01,4409.094999999999,69.31313609062215,184.25,29.79968186135024
2023-10-01,4269.4009090909085,69.64332137499402,186.97666666666666,28.769054954983975
2023-11-01,4460.063333333332,69.97350665936588,189.70333333333332,30.013224817381484
2023-12-01,4685.0515000000005,70.30369194373775,192.42999999999998,31.45231092384457
2024-01-01,4815.6139130434785,70.47740320664859,192.08333333333331,32.045123012596015
2024-02-01,5011.9615,70.65111446955943,191.73666666666665,33.03719268559904
2024-03-01,5170.572499999999,70.82482573247027,191.39,33.75492017640601
2024-04-01,5112.492727272728,71.20848368988366,193.17999999999998,33.14159303076979
2024-05-01,5235.225454545454,71.59214164729707,194.96999999999997,33.77363454011196
2024-06-01,5415.140526315788,71.97579960471046,196.76,34.81054878004298
2024-07-01,5538.004545454546,72.45053306980697,197.93,35.44355307890724
2024-08-01,5478.214545454546,72.92526653490349,199.10000000000002,34.91963134861478
2024-09-01,5621.2604999999985,73.4,200.27,35.66018363515213
2024-10-01,5792.31956521739,73.87741819658692,203.57,36.587210527930154
2024-11-01,5929.916,74.35483639317383,206.87,37.35019565507879
2024-12-01,6010.908571428571,74.83225458976072,210.17,37.711191696434646
2025-01-01,5979.5155,,,37.129219852198915
2025-02-01,6038.69,,,37.28538682137117
2025-03-01,5683.983333333333,,,34.97091617553038
2025-04-01,5396.52,,,33.116740938285936
